,Heating Load,Cooling Load
0,13.560191474701085,17.318653136829568
1,13.560191474701085,17.318653136829568
2,13.560191474701085,17.318653136829568
3,13.560191474701085,17.318653136829568
4,18.850191474701084,24.26865313682957
5,19.47019147470109,21.368653136829565
6,18.72019147470109,21.148653136829566
7,17.690191474701088,25.58865313682957
8,17.510191474701088,23.288653136829566
9,17.960191474701084,17.958653136829568
10,17.350191474701084,19.478653136829564
11,16.320191474701083,23.858653136829567
12,15.060191474701085,19.758653136829565
13,15.420191474701085,17.44865313682957
14,14.960191474701084,17.148653136829566
15,13.990191474701085,20.91865313682957
16,26.530191474701084,33.71865313682956
17,27.910191474701087,27.258653136829565
18,27.640191474701084,26.91865313682957
19,26.760191474701088,35.42865313682957
20,22.780191474701084,25.77865313682957
21,21.940191474701088,25.66865313682957
22,22.780191474701084,25.77865313682957
23,21.940191474701088,25.388653136829568
24,4.080191474701085,6.888653136829565
25,4.060191474701084,7.178653136829563
26,4.020191474701084,6.928653136829564
27,4.0501914747010845,7.158653136829564
28,4.380191474701085,7.258653136829565
29,4.410191474701085,7.7086531368295645
30,4.380191474701085,7.278653136829565
31,4.410191474701085,7.658653136829564
32,4.860191474701084,7.728653136829564
33,4.8001914747010845,8.038653136829566
34,4.780191474701084,7.718653136829566
35,4.820191474701084,7.918653136829565
36,5.190191474701084,8.388653136829564
37,5.110191474701084,8.218653136829563
38,5.110191474701084,8.388653136829564
39,5.110191474701084,8.128653136829566
40,8.860191474701084,12.768653136829567
41,8.550191474701084,12.788653136829563
42,8.780191474701084,12.738653136829566
43,8.570191474701085,12.658653136829567
44,6.610191474701084,8.058653136829566
45,6.500191474701085,8.208653136829565
46,6.460191474701084,8.068653136829564
47,6.5101914747010845,8.028653136829565
48,22.590191474701086,22.458653136829568
49,22.640191474701084,22.358653136829567
50,22.640191474701084,22.428653136829567
51,22.600191474701084,22.27865313682957
52,27.04019147470109,28.90865313682957
53,27.880191474701085,25.858653136829567
54,27.15019147470109,25.568653136829568
55,26.100191474701084,30.318653136829568
56,24.29019147470109,26.87865313682957
57,24.920191474701085,21.58865313682957
58,24.380191474701085,23.01865313682957
59,23.280191474701084,27.718653136829566
60,21.54019147470109,23.298653136829564
61,22.04019147470109,20.898653136829566
62,21.550191474701087,20.59865313682957
63,20.590191474701086,24.498653136829567
64,33.57019147470109,37.66865313682956
65,35.130191474701085,31.268653136829567
66,34.91019147470109,30.41865313682957
67,33.950191474701086,39.31865313682957
68,30.97019147470109,29.858653136829567
69,30.130191474701085,30.05865313682957
70,30.950191474701086,30.12865313682957
71,30.22019147470109,29.65865313682957
72,8.370191474701084,9.418653136829565
73,8.440191474701084,9.698653136829567
74,8.370191474701084,9.468653136829563
75,8.400191474701085,9.688653136829561
76,8.720191474701085,9.788653136829563
77,8.810191474701085,10.268653136829563
78,8.710191474701084,9.858653136829563
79,8.760191474701085,10.258653136829562
80,9.120191474701084,10.268653136829563
81,9.140191474701084,10.598653136829565
82,9.100191474701084,10.288653136829563
83,9.170191474701085,10.438653136829561
84,9.690191474701086,9.888653136829564
85,9.700191474701084,9.708653136829565
86,9.710191474701086,9.868653136829565
87,9.700191474701084,9.638653136829564
88,13.420191474701085,15.358653136829567
89,13.210191474701084,15.418653136829569
90,13.430191474701083,15.328653136829566
91,13.220191474701085,15.30865313682957
92,10.970191474701085,10.328653136829562
93,10.980191474701083,10.488653136829566
94,10.940191474701084,10.318653136829564
95,11.030191474701084,10.258653136829562
96,22.300191474701087,21.938653136829565
97,22.320191474701083,21.618653136829565
98,22.140191474701084,22.118653136829565
99,22.260191474701088,21.87865313682957
100,26.890191474701084,28.52865313682957
101,27.690191474701088,25.428653136829567
102,26.840191474701086,25.34865313682957
103,25.910191474701087,30.188653136829572
104,24.490191474701085,26.898653136829566
105,25.030191474701084,21.618653136829565
106,24.340191474701086,23.34865313682957
107,23.370191474701087,27.888653136829568
108,21.760191474701088,23.368653136829565
109,22.240191474701085,21.008653136829565
110,21.68019147470109,20.788653136829566
111,20.800191474701087,24.77865313682957
112,33.66019147470109,37.05865313682956
113,35.270191474701086,30.608653136829567
114,34.98019147470109,29.858653136829567
115,34.04019147470109,38.84865313682957
116,31.170191474701085,29.898653136829566
117,30.410191474701087,30.05865313682957
118,31.130191474701085,30.15865313682957
119,30.420191474701085,29.76865313682957
120,8.430191474701084,9.378653136829566
121,8.470191474701085,9.708653136829565
122,8.330191474701085,9.558653136829566
